Index,Lat,Lon,UTC,time
7512,21.00873283,105.8539815,2305:477008.100,29:50.1
7513,21.00873267,105.8539815,2305:477008.200,29:50.2
7514,21.00873267,105.8539815,2305:477008.250,29:50.3
7515,21.00873267,105.8539815,2305:477008.300,29:50.3
7516,21.0087325,105.8539813,2305:477008.350,29:50.3
7517,21.0087325,105.8539813,2305:477008.400,29:50.4
7518,21.00873233,105.8539813,2305:477008.450,29:50.4
7519,21.00873233,105.8539813,2305:477008.500,29:50.5
7520,21.00873233,105.8539813,2305:477008.550,29:50.5
7521,21.00873233,105.8539813,2305:477008.600,29:50.6
7522,21.00873217,105.8539813,2305:477008.650,29:50.6
7523,21.00873217,105.8539813,2305:477008.700,29:50.7
7524,21.00873217,105.8539812,2305:477008.750,29:50.7
7525,21.00873217,105.8539812,2305:477008.800,29:50.8
7526,21.00873217,105.8539812,2305:477008.850,29:50.8
7527,21.008732,105.8539812,2305:477008.900,29:50.9
7528,21.008732,105.8539812,2305:477008.950,29:50.9
7529,21.008732,105.8539812,2305:477009.050,29:51.0
7530,21.008732,105.8539812,2305:477009.100,29:51.1
7531,21.008732,105.8539812,2305:477009.150,29:51.1
7532,21.008732,105.8539812,2305:477009.200,29:51.2
7533,21.008732,105.8539812,2305:477009.250,29:51.2
7534,21.008732,105.8539813,2305:477009.300,29:51.3
7535,21.008732,105.8539813,2305:477009.350,29:51.3
7536,21.008732,105.8539812,2305:477009.400,29:51.4
7537,21.008732,105.8539812,2305:477009.450,29:51.4
7538,21.008732,105.8539812,2305:477009.500,29:51.5
7539,21.008732,105.8539812,2305:477009.550,29:51.5
7540,21.008732,105.8539812,2305:477009.600,29:51.6
7541,21.008732,105.8539812,2305:477009.650,29:51.6
7542,21.00873183,105.853981,2305:477009.700,29:51.7
7543,21.00873183,105.8539812,2305:477009.750,29:51.7
7544,21.00873183,105.853981,2305:477009.800,29:51.8
7545,21.00873183,105.853981,2305:477009.850,29:51.8
7546,21.00873183,105.853981,2305:477009.900,29:51.9
7547,21.00873183,105.853981,2305:477009.950,29:51.9
7548,21.00873183,105.853981,2305:477010.050,29:52.0
7549,21.00873167,105.853981,2305:477010.100,29:52.1
7550,21.00873167,105.853981,2305:477010.150,29:52.1
7551,21.00873167,105.853981,2305:477010.200,29:52.2
7552,21.00873167,105.8539808,2305:477010.250,29:52.2
7553,21.00873167,105.8539808,2305:477010.300,29:52.3
7554,21.0087315,105.8539808,2305:477010.350,29:52.3
7555,21.0087315,105.8539808,2305:477010.400,29:52.4
7556,21.0087315,105.8539808,2305:477010.450,29:52.5
7557,21.0087315,105.8539808,2305:477010.500,29:52.5
7558,21.0087315,105.8539808,2305:477010.550,29:52.5
7559,21.0087315,105.8539808,2305:477010.600,29:52.6
7560,21.0087315,105.8539808,2305:477010.650,29:52.6
7561,21.0087315,105.8539808,2305:477010.700,29:52.7
7562,21.0087315,105.8539808,2305:477010.750,29:52.7
7563,21.0087315,105.8539808,2305:477010.800,29:52.8
7564,21.0087315,105.8539808,2305:477010.850,29:52.8
7565,21.0087315,105.8539808,2305:477010.900,29:52.9
7566,21.0087315,105.8539808,2305:477010.950,29:52.9
7567,21.0087315,105.8539808,2305:477011.000,29:53.0
7568,21.0087315,105.8539808,2305:477011.050,29:53.0
7569,21.0087315,105.8539808,2305:477011.100,29:53.1
7570,21.00873133,105.8539808,2305:477011.200,29:53.2
7571,21.00873133,105.8539808,2305:477011.250,29:53.2
7572,21.00873133,105.8539808,2305:477011.300,29:53.3
7573,21.00873133,105.8539808,2305:477011.350,29:53.3
7574,21.00873133,105.8539808,2305:477011.400,29:53.4
7575,21.00873133,105.8539808,2305:477011.450,29:53.4
7576,21.00873133,105.8539808,2305:477011.500,29:53.5
7577,21.00873117,105.8539807,2305:477011.550,29:53.5
7578,21.00873117,105.8539807,2305:477011.600,29:53.6
7579,21.00873133,105.8539807,2305:477011.650,29:53.6
7580,21.00873133,105.8539807,2305:477011.700,29:53.7
7581,21.00873117,105.8539807,2305:477011.750,29:53.7
7582,21.00873117,105.8539807,2305:477011.800,29:53.8
7583,21.00873117,105.8539807,2305:477011.850,29:53.8
7584,21.00873117,105.8539807,2305:477011.900,29:53.9
7585,21.00873117,105.8539807,2305:477011.950,29:53.9
7586,21.00873117,105.8539807,2305:477012.050,29:54.0
7587,21.008731,105.8539807,2305:477012.100,29:54.1
7588,21.008731,105.8539807,2305:477012.150,29:54.1
7589,21.008731,105.8539805,2305:477012.200,29:54.2
7590,21.008731,105.8539805,2305:477012.250,29:54.2
7591,21.008731,105.8539805,2305:477012.300,29:54.3
7592,21.00873083,105.8539805,2305:477012.350,29:54.3
7593,21.00873083,105.8539805,2305:477012.400,29:54.4
7594,21.00873083,105.8539805,2305:477012.450,29:54.4
7595,21.00873083,105.8539805,2305:477012.500,29:54.5
7596,21.00873083,105.8539805,2305:477012.550,29:54.5
7597,21.00873083,105.8539805,2305:477012.600,29:54.6
7598,21.00873067,105.8539805,2305:477012.650,29:54.7
7599,21.00873067,105.8539803,2305:477012.700,29:54.7
7600,21.0087305,105.8539803,2305:477012.750,29:54.7
7601,21.0087305,105.8539803,2305:477012.800,29:54.8
7602,21.0087305,105.8539803,2305:477012.850,29:54.8
7603,21.00873033,105.8539802,2305:477012.900,29:54.9
7604,21.00873033,105.8539802,2305:477012.950,29:54.9
7605,21.00873033,105.8539802,2305:477013.050,29:55.0
7606,21.00873033,105.8539802,2305:477013.100,29:55.1
7607,21.00873033,105.8539802,2305:477013.150,29:55.1
7608,21.00873033,105.8539802,2305:477013.200,29:55.2
7609,21.00873033,105.85398,2305:477013.250,29:55.2
7610,21.00873033,105.85398,2305:477013.300,29:55.3
7611,21.00873033,105.8539802,2305:477013.350,29:55.4
7612,21.00873033,105.8539802,2305:477013.400,29:55.4
7613,21.00873033,105.8539802,2305:477013.450,29:55.4
7614,21.0087305,105.85398,2305:477013.500,29:55.5
7615,21.00873033,105.8539802,2305:477013.550,29:55.5
7616,21.00873033,105.85398,2305:477013.600,29:55.6
7617,21.00873033,105.85398,2305:477013.650,29:55.6
7618,21.0087305,105.85398,2305:477013.700,29:55.7
7619,21.00873033,105.85398,2305:477013.750,29:55.7
7620,21.00873033,105.8539798,2305:477013.800,29:55.8
7621,21.00873033,105.8539798,2305:477013.850,29:55.8
7622,21.00873033,105.8539798,2305:477013.900,29:55.9
7623,21.00873033,105.8539798,2305:477013.950,29:55.9
7624,21.00873033,105.8539798,2305:477014.050,29:56.0
7625,21.00873033,105.85398,2305:477014.100,29:56.1
7626,21.00873033,105.85398,2305:477014.150,29:56.1
7627,21.00873033,105.85398,2305:477014.200,29:56.2
7628,21.00873033,105.85398,2305:477014.250,29:56.2
7629,21.0087305,105.8539798,2305:477014.300,29:56.3
7630,21.0087305,105.8539798,2305:477014.350,29:56.3
7631,21.0087305,105.8539798,2305:477014.400,29:56.4
7632,21.00873033,105.8539798,2305:477014.450,29:56.4
7633,21.00873033,105.8539797,2305:477014.500,29:56.5
7634,21.00873033,105.8539797,2305:477014.550,29:56.5
7635,21.00873033,105.8539797,2305:477014.600,29:56.6
7636,21.00873033,105.8539797,2305:477014.650,29:56.6
7637,21.00873033,105.8539797,2305:477014.700,29:56.7
7638,21.00873033,105.8539797,2305:477014.750,29:56.7
7639,21.00873033,105.8539797,2305:477014.800,29:56.8
7640,21.00873033,105.8539797,2305:477014.850,29:56.8
7641,21.00873017,105.8539795,2305:477014.900,29:56.9
7642,21.00873033,105.8539795,2305:477014.950,29:56.9
7643,21.00873033,105.8539795,2305:477015.000,29:57.0
7644,21.00873033,105.8539795,2305:477015.050,29:57.0
7645,21.00873033,105.8539795,2305:477015.150,29:57.1
7646,21.00873033,105.8539795,2305:477015.200,29:57.2
7647,21.00873033,105.8539795,2305:477015.250,29:57.2
7648,21.00873017,105.8539795,2305:477015.300,29:57.3
7649,21.00873033,105.8539793,2305:477015.350,29:57.3
7650,21.00873033,105.8539793,2305:477015.400,29:57.4
7651,21.00873033,105.8539793,2305:477015.450,29:57.4
7652,21.00873033,105.8539793,2305:477015.500,29:57.5
7653,21.00873033,105.8539793,2305:477015.550,29:57.6
7654,21.00873033,105.8539793,2305:477015.600,29:57.6
7655,21.00873033,105.8539793,2305:477015.650,29:57.6
7656,21.00873033,105.8539793,2305:477015.700,29:57.7
7657,21.00873033,105.8539793,2305:477015.750,29:57.7
7658,21.0087305,105.8539795,2305:477015.800,29:57.8
7659,21.0087305,105.8539793,2305:477015.850,29:57.8
7660,21.0087305,105.8539793,2305:477015.900,29:57.9
7661,21.0087305,105.8539793,2305:477015.950,29:57.9
7662,21.0087305,105.8539793,2305:477016.050,29:58.0
7663,21.0087305,105.8539792,2305:477016.100,29:58.1
7664,21.0087305,105.8539792,2305:477016.150,29:58.1
7665,21.0087305,105.8539792,2305:477016.200,29:58.2
7666,21.0087305,105.8539792,2305:477016.250,29:58.3
7667,21.0087305,105.8539792,2305:477016.300,29:58.3
7668,21.00873067,105.8539792,2305:477016.350,29:58.3
7669,21.0087305,105.8539792,2305:477016.400,29:58.4
7670,21.0087305,105.8539792,2305:477016.450,29:58.4
7671,21.0087305,105.853979,2305:477016.500,29:58.5
7672,21.0087305,105.853979,2305:477016.550,29:58.5
7673,21.0087305,105.8539792,2305:477016.600,29:58.6
7674,21.0087305,105.8539792,2305:477016.650,29:58.6
7675,21.0087305,105.8539792,2305:477016.700,29:58.7
7676,21.0087305,105.853979,2305:477016.750,29:58.7
7677,21.00873067,105.853979,2305:477016.800,29:58.8
7678,21.0087305,105.853979,2305:477016.850,29:58.8
7679,21.00873033,105.853979,2305:477016.900,29:58.9
7680,21.00873033,105.853979,2305:477016.950,29:58.9
7681,21.00873033,105.853979,2305:477017.050,29:59.0
7682,21.00873033,105.853979,2305:477017.100,29:59.1
7683,21.00873033,105.853979,2305:477017.150,29:59.1
7684,21.00873033,105.8539788,2305:477017.200,29:59.2
7685,21.00873033,105.8539788,2305:477017.250,29:59.2
7686,21.00873033,105.8539788,2305:477017.300,29:59.3
7687,21.00873033,105.8539788,2305:477017.350,29:59.3
7688,21.00873033,105.8539788,2305:477017.400,29:59.4
7689,21.00873033,105.8539788,2305:477017.450,29:59.4
7690,21.00873033,105.8539787,2305:477017.500,29:59.5
7691,21.00873033,105.8539787,2305:477017.550,29:59.5
7692,21.00873033,105.8539787,2305:477017.600,29:59.6
7693,21.00873033,105.8539787,2305:477017.650,29:59.6
7694,21.00873033,105.8539787,2305:477017.700,29:59.7
7695,21.00873017,105.8539785,2305:477017.750,29:59.8
7696,21.00873017,105.8539785,2305:477017.800,29:59.8
7697,21.00873017,105.8539785,2305:477017.850,29:59.8
7698,21.00873017,105.8539785,2305:477017.900,29:59.9
7699,21.00873017,105.8539785,2305:477017.950,29:59.9
7700,21.00873017,105.8539785,2305:477018.050,30:00.0
7701,21.00873017,105.8539785,2305:477018.150,30:00.1
7702,21.00873,105.8539785,2305:477018.200,30:00.2
7703,21.00873,105.8539785,2305:477018.250,30:00.2
7704,21.00872983,105.8539785,2305:477018.300,30:00.3
7705,21.00872983,105.8539785,2305:477018.350,30:00.3
7706,21.00872983,105.8539785,2305:477018.400,30:00.4
7707,21.00873,105.8539785,2305:477018.450,30:00.5
7708,21.00872983,105.8539785,2305:477018.500,30:00.5
7709,21.00872983,105.8539785,2305:477018.550,30:00.5
7710,21.00872983,105.8539785,2305:477018.600,30:00.6
7711,21.00872983,105.8539785,2305:477018.650,30:00.6
7712,21.00872983,105.8539785,2305:477018.700,30:00.7
7713,21.00872983,105.8539785,2305:477018.750,30:00.7
7714,21.00872967,105.8539785,2305:477018.800,30:00.8
7715,21.00872967,105.8539785,2305:477018.850,30:00.8
7716,21.00872967,105.8539785,2305:477018.900,30:00.9
7717,21.00872983,105.8539785,2305:477018.950,30:00.9
7718,21.00872967,105.8539785,2305:477019.050,30:01.0
7719,21.00872967,105.8539785,2305:477019.100,30:01.1
7720,21.00872967,105.8539785,2305:477019.150,30:01.1
7721,21.00872967,105.8539783,2305:477019.200,30:01.2
7722,21.00872967,105.8539785,2305:477019.250,30:01.2
7723,21.00872967,105.8539785,2305:477019.350,30:01.3
7724,21.00872967,105.8539785,2305:477019.400,30:01.4
7725,21.00872967,105.8539785,2305:477019.450,30:01.4
7726,21.0087295,105.8539785,2305:477019.500,30:01.5
7727,21.00872967,105.8539785,2305:477019.550,30:01.5
7728,21.00872967,105.8539783,2305:477019.600,30:01.6
7729,21.00872967,105.8539783,2305:477019.650,30:01.6
7730,21.0087295,105.8539783,2305:477019.700,30:01.7
7731,21.0087295,105.8539785,2305:477019.750,30:01.7
7732,21.0087295,105.8539783,2305:477019.800,30:01.8
7733,21.0087295,105.8539783,2305:477019.850,30:01.8
7734,21.0087295,105.8539783,2305:477019.900,30:01.9
7735,21.00872933,105.8539783,2305:477019.950,30:01.9
7736,21.0087295,105.8539783,2305:477020.050,30:02.0
7737,21.0087295,105.8539783,2305:477020.100,30:02.1
7738,21.00872933,105.8539783,2305:477020.150,30:02.1
7739,21.00872933,105.8539783,2305:477020.200,30:02.2
7740,21.00872933,105.8539783,2305:477020.250,30:02.2
7741,21.00872933,105.8539783,2305:477020.300,30:02.3
7742,21.00872933,105.8539783,2305:477020.350,30:02.3
7743,21.00872933,105.8539785,2305:477020.400,30:02.4
7744,21.00872933,105.8539783,2305:477020.450,30:02.4
7745,21.00872917,105.8539783,2305:477020.500,30:02.5
7746,21.00872917,105.8539783,2305:477020.550,30:02.5
7747,21.00872933,105.8539783,2305:477020.600,30:02.6
7748,21.00872933,105.8539783,2305:477020.650,30:02.7
7749,21.00872933,105.8539783,2305:477020.700,30:02.7
7750,21.00872933,105.8539783,2305:477020.750,30:02.7
7751,21.00872933,105.8539783,2305:477020.800,30:02.8
7752,21.00872933,105.8539783,2305:477020.850,30:02.8
7753,21.0087295,105.8539782,2305:477020.900,30:02.9
7754,21.0087295,105.8539782,2305:477020.950,30:02.9
7755,21.0087295,105.8539782,2305:477021.050,30:03.0
7756,21.0087295,105.8539782,2305:477021.100,30:03.1
7757,21.0087295,105.8539782,2305:477021.150,30:03.1
7758,21.0087295,105.8539782,2305:477021.200,30:03.2
7759,21.0087295,105.8539782,2305:477021.250,30:03.2
7760,21.0087295,105.8539782,2305:477021.300,30:03.3
7761,21.0087295,105.8539782,2305:477021.350,30:03.3
7762,21.0087295,105.8539782,2305:477021.400,30:03.4
7763,21.0087295,105.8539782,2305:477021.450,30:03.4
7764,21.0087295,105.8539782,2305:477021.500,30:03.5
7765,21.0087295,105.8539782,2305:477021.550,30:03.5
7766,21.0087295,105.8539782,2305:477021.600,30:03.6
7767,21.0087295,105.8539782,2305:477021.650,30:03.6
7768,21.0087295,105.853978,2305:477021.700,30:03.7
7769,21.0087295,105.853978,2305:477021.750,30:03.7
7770,21.0087295,105.853978,2305:477021.800,30:03.8
7771,21.0087295,105.853978,2305:477021.850,30:03.8
7772,21.0087295,105.853978,2305:477021.900,30:03.9
7773,21.0087295,105.853978,2305:477021.950,30:03.9
7774,21.0087295,105.853978,2305:477022.050,30:04.0
7775,21.0087295,105.853978,2305:477022.100,30:04.1
7776,21.0087295,105.853978,2305:477022.150,30:04.1
7777,21.00872933,105.853978,2305:477022.200,30:04.2
7778,21.00872933,105.853978,2305:477022.250,30:04.2
7779,21.0087295,105.853978,2305:477022.300,30:04.3
7780,21.00872933,105.853978,2305:477022.350,30:04.3
7781,21.00872933,105.8539782,2305:477022.400,30:04.4
7782,21.00872933,105.8539782,2305:477022.450,30:04.4
7783,21.00872933,105.8539782,2305:477022.500,30:04.5
7784,21.00872933,105.8539782,2305:477022.550,30:04.5
7785,21.00872933,105.853978,2305:477022.600,30:04.6
7786,21.00872933,105.8539782,2305:477022.650,30:04.6
7787,21.00872933,105.8539782,2305:477022.700,30:04.7
7788,21.00872933,105.8539782,2305:477022.750,30:04.7
7789,21.00872917,105.8539782,2305:477022.800,30:04.8
7790,21.00872917,105.8539782,2305:477022.850,30:04.9
7791,21.00872917,105.8539782,2305:477022.900,30:04.9
7792,21.00872917,105.8539782,2305:477022.950,30:04.9
7793,21.00872917,105.8539782,2305:477023.050,30:05.0
7794,21.00872917,105.853978,2305:477023.100,30:05.1
7795,21.00872917,105.8539782,2305:477023.150,30:05.1
7796,21.00872917,105.8539782,2305:477023.200,30:05.2
7797,21.00872917,105.8539782,2305:477023.250,30:05.2
7798,21.008729,105.8539782,2305:477023.300,30:05.3
7799,21.008729,105.8539782,2305:477023.350,30:05.3
7800,21.008729,105.8539783,2305:477023.400,30:05.4
7801,21.008729,105.8539783,2305:477023.450,30:05.4
7802,21.008729,105.8539783,2305:477023.500,30:05.5
7803,21.008729,105.8539785,2305:477023.550,30:05.6
7804,21.008729,105.8539787,2305:477023.600,30:05.6
7805,21.008729,105.8539787,2305:477023.650,30:05.6
7806,21.008729,105.8539788,2305:477023.700,30:05.7
7807,21.008729,105.853979,2305:477023.750,30:05.7
7808,21.008729,105.8539792,2305:477023.800,30:05.8
7809,21.008729,105.8539792,2305:477023.850,30:05.8
7810,21.008729,105.8539792,2305:477023.900,30:05.9
7811,21.008729,105.8539793,2305:477023.950,30:05.9
7812,21.008729,105.8539795,2305:477024.000,30:06.0
7813,21.00872917,105.8539795,2305:477024.050,30:06.0
7814,21.00872917,105.85398,2305:477024.150,30:06.1
7815,21.00872933,105.8539802,2305:477024.200,30:06.2
7816,21.00872933,105.8539802,2305:477024.250,30:06.2
7817,21.00872933,105.8539803,2305:477024.300,30:06.3
7818,21.00872933,105.8539803,2305:477024.350,30:06.3
7819,21.00872933,105.8539805,2305:477024.400,30:06.4
7820,21.00872933,105.8539807,2305:477024.450,30:06.4
7821,21.0087295,105.8539808,2305:477024.500,30:06.5
7822,21.0087295,105.8539808,2305:477024.550,30:06.5
7823,21.0087295,105.853981,2305:477024.600,30:06.6
7824,21.0087295,105.8539812,2305:477024.650,30:06.6
7825,21.00872967,105.8539813,2305:477024.700,30:06.7
7826,21.00872967,105.8539815,2305:477024.750,30:06.7
7827,21.00872983,105.8539817,2305:477024.800,30:06.8
7828,21.00872983,105.8539818,2305:477024.850,30:06.8
7829,21.00872983,105.853982,2305:477024.900,30:06.9
7830,21.00873,105.8539822,2305:477024.950,30:06.9
7831,21.00873,105.8539823,2305:477025.050,30:07.0
7832,21.00873,105.8539825,2305:477025.100,30:07.1
7833,21.00873,105.8539827,2305:477025.150,30:07.1
7834,21.00873,105.8539828,2305:477025.200,30:07.2
7835,21.00873,105.853983,2305:477025.250,30:07.2
7836,21.00873,105.853983,2305:477025.300,30:07.3
7837,21.00873,105.8539832,2305:477025.350,30:07.3
7838,21.00873,105.8539833,2305:477025.400,30:07.4
7839,21.00873,105.8539833,2305:477025.450,30:07.4
7840,21.00873,105.8539835,2305:477025.500,30:07.5
7841,21.00873,105.8539837,2305:477025.550,30:07.5
7842,21.00873,105.8539837,2305:477025.600,30:07.6
7843,21.00873,105.853984,2305:477025.650,30:07.6
7844,21.00873017,105.8539842,2305:477025.700,30:07.7
7845,21.00873017,105.8539842,2305:477025.750,30:07.8
7846,21.00873017,105.8539843,2305:477025.800,30:07.8
7847,21.00873017,105.8539845,2305:477025.850,30:07.8
7848,21.00873017,105.8539847,2305:477025.900,30:07.9
7849,21.00873017,105.8539847,2305:477025.950,30:07.9
7850,21.00873033,105.853985,2305:477026.050,30:08.0
7851,21.00873033,105.8539853,2305:477026.150,30:08.1
7852,21.0087305,105.8539857,2305:477026.250,30:08.2
7853,21.0087305,105.8539858,2305:477026.300,30:08.3
7854,21.00873033,105.853986,2305:477026.350,30:08.3
7855,21.00873033,105.8539862,2305:477026.400,30:08.4
7856,21.00873033,105.8539863,2305:477026.450,30:08.4
7857,21.0087305,105.8539865,2305:477026.500,30:08.5
7858,21.0087305,105.8539868,2305:477026.550,30:08.5
7859,21.00873067,105.853987,2305:477026.600,30:08.6
7860,21.00873067,105.8539872,2305:477026.650,30:08.6
7861,21.00873083,105.8539873,2305:477026.700,30:08.7
7862,21.00873083,105.8539877,2305:477026.750,30:08.7
7863,21.00873083,105.8539878,2305:477026.800,30:08.8
7864,21.008731,105.8539882,2305:477026.850,30:08.8
7865,21.008731,105.8539883,2305:477026.900,30:08.9
7866,21.008731,105.8539887,2305:477026.950,30:08.9
7867,21.00873117,105.8539893,2305:477027.050,30:09.0
7868,21.00873117,105.8539897,2305:477027.100,30:09.1
7869,21.00873117,105.85399,2305:477027.150,30:09.1
7870,21.00873117,105.8539903,2305:477027.200,30:09.2
7871,21.00873117,105.8539907,2305:477027.250,30:09.2
7872,21.00873133,105.853991,2305:477027.300,30:09.3
7873,21.0087315,105.8539913,2305:477027.350,30:09.3
7874,21.0087315,105.8539918,2305:477027.400,30:09.4
7875,21.0087315,105.8539923,2305:477027.450,30:09.4
7876,21.00873167,105.8539927,2305:477027.500,30:09.5
7877,21.00873167,105.853993,2305:477027.550,30:09.5
7878,21.00873167,105.8539937,2305:477027.600,30:09.6
7879,21.00873183,105.8539942,2305:477027.650,30:09.6
7880,21.00873183,105.8539945,2305:477027.700,30:09.7
7881,21.00873183,105.853995,2305:477027.750,30:09.7
7882,21.00873183,105.8539955,2305:477027.800,30:09.8
7883,21.008732,105.853996,2305:477027.850,30:09.8
7884,21.008732,105.8539967,2305:477027.900,30:09.9
7885,21.00873217,105.8539973,2305:477027.950,30:10.0
7886,21.0087325,105.8539987,2305:477028.050,30:10.0
7887,21.00873283,105.8539993,2305:477028.100,30:10.1
7888,21.008733,105.8540002,2305:477028.150,30:10.1
7889,21.008733,105.854001,2305:477028.200,30:10.2
7890,21.00873317,105.8540018,2305:477028.250,30:10.2
